Number,lat,lon,ele,time,AQI,GSR
454,51.53155784,-0.00713306,4.746531996,15:21:05,107,244
455,51.531603,-0.007142539,5.161896091,15:21:09,102,243
456,51.53165045,-0.007159816,5.024729612,15:21:13,100,239
457,51.53170139,-0.007171659,5.188024658,15:21:18,98,235
458,51.5317475,-0.007197724,5.277290507,15:21:23,98,230
459,51.53179824,-0.007219589,5.419022903,15:21:29,103,233
460,51.53184509,-0.007246511,5.299674925,15:21:35,100,238
461,51.53188887,-0.007268657,5.690005627,15:21:41,95,236
462,51.53193695,-0.007295253,4.924800479,15:21:47,94,239
463,51.53198686,-0.007317791,4.670327925,15:21:52,94,243
464,51.53203687,-0.007343625,4.719753509,15:21:57,95,245
465,51.53208827,-0.007366796,4.309642389,15:22:03,90,244
466,51.53213631,-0.007374691,4.355414025,15:22:08,87,245
467,51.53218255,-0.007378055,4.335687126,15:22:12,88,250
468,51.53222494,-0.007403015,4.536617375,15:22:18,90,247
469,51.5322742,-0.007398273,4.798491754,15:22:23,88,243
470,51.53231632,-0.007423819,4.740594534,15:22:27,83,248
471,51.53236755,-0.007436338,4.786648429,15:22:32,82,250
472,51.53241792,-0.007435513,4.80595507,15:22:36,84,251
473,51.53246472,-0.007454438,5.000257775,15:22:42,83,250
474,51.53251119,-0.007472203,4.911189501,15:22:47,85,251
475,51.53255936,-0.007479991,5.415206557,15:22:52,90,252
476,51.53261272,-0.0075097,5.320110959,15:22:57,88,256
477,51.53266199,-0.007506763,5.52734518,15:23:02,93,252
478,51.53271224,-0.007516172,4.84821078,15:23:08,91,255
479,51.53275697,-0.007534219,5.090174256,15:23:13,96,257
480,51.53280205,-0.007540841,5.203247205,15:23:17,93,262
481,51.53285747,-0.007539315,5.962924059,15:23:22,88,266
482,51.53290369,-0.007547979,5.87826087,15:23:28,89,264
483,51.53295342,-0.007565922,6.01382066,15:23:33,90,267
484,51.53300167,-0.00758957,6.393111048,15:23:37,85,272
485,51.53304808,-0.007592522,6.577743235,15:23:42,80,267
486,51.53309573,-0.007605429,5.036965197,15:23:48,76,269
487,51.5331415,-0.007621645,6.341002949,15:23:52,74,270
488,51.53318872,-0.007661009,6.64708409,15:24:00,73,269
489,51.53321666,-0.007726126,7.710723019,15:24:19,72,268
490,51.53324091,-0.007800509,7.477506423,15:24:23,71,263
491,51.53325575,-0.007876464,6.50447165,15:24:28,76,266
492,51.53322838,-0.007940499,6.736416209,15:24:33,74,262
493,51.5331875,-0.007986497,7.037805783,15:24:37,72,267
494,51.53314562,-0.008021978,5.083141327,15:24:43,71,264
495,51.53310146,-0.008096961,7.507104285,15:24:46,70,259
496,51.53306722,-0.008149019,6.789132359,15:24:52,73,264
497,51.53303008,-0.008202886,7.202180309,15:24:57,77,269
498,51.53299341,-0.008252211,6.940409012,15:25:02,72,267
499,51.53295187,-0.00830039,6.897947554,15:25:07,70,270
500,51.53290217,-0.008333955,6.268245677,15:25:18,70,268
501,51.53286371,-0.008397072,6.539342379,15:25:23,73,269
502,51.53283026,-0.008455055,6.236875229,15:25:28,77,271
503,51.5327909,-0.008513925,6.066526495,15:25:33,78,267
504,51.53273425,-0.008588726,5.95131633,15:25:37,73,263
505,51.53269841,-0.008653734,6.003894043,15:25:42,71,265
506,51.53266268,-0.008709196,6.194967317,15:25:46,75,260
507,51.53262799,-0.008756116,5.855833236,15:25:54,78,261
508,51.53258599,-0.008813584,5.670335611,15:26:14,75,262
509,51.53254956,-0.00886172,5.961746655,15:26:19,79,263
510,51.53250717,-0.008918784,5.566147845,15:26:25,82,260
511,51.53246112,-0.008929243,5.497019045,15:26:29,79,265
512,51.53241577,-0.008979058,5.722768139,15:26:36,74,267
513,51.53238142,-0.009036058,5.786517935,15:26:40,70,270
514,51.5323438,-0.009078057,5.821814275,15:26:44,70,271
515,51.53230919,-0.009124675,5.601346457,15:26:49,70,266
516,51.53226839,-0.009185983,5.675645716,15:26:54,73,265
517,51.53223233,-0.009235166,5.932416962,15:26:59,70,267
518,51.53219213,-0.00927822,5.764795041,15:27:05,70,267
519,51.53220624,-0.009347385,6.320903212,15:28:14,70,270
520,51.53216043,-0.009390011,5.986671644,15:28:22,73,269
521,51.53210209,-0.009450001,6.683878806,15:28:25,71,269
522,51.53205205,-0.009512794,6.307294128,15:28:27,75,270
523,51.53201972,-0.009564671,7.559433118,15:28:31,74,268
524,51.53197639,-0.009624148,6.885339011,15:28:38,72,264
525,51.53193533,-0.009659486,5.617174415,15:28:42,72,266
526,51.53188667,-0.009694896,5.108196869,15:28:46,73,263
527,51.53183869,-0.009730236,4.494994238,15:28:50,75,260
528,51.5318038,-0.00977692,4.405955247,15:28:54,76,262
529,51.53176546,-0.009832273,5.408653707,15:28:58,78,267
530,51.5317288,-0.00988359,5.04426639,15:29:02,79,263
531,51.53168578,-0.00993893,5.055588232,15:29:07,79,267
532,51.53164747,-0.009988476,5.144063683,15:29:12,80,269
533,51.53160439,-0.010035179,6.340025977,15:29:15,75,265
534,51.53156347,-0.010086884,6.041054698,15:29:21,79,263
535,51.53152962,-0.010144431,5.864852547,15:29:25,84,260
536,51.53149491,-0.010193881,6.244238305,15:29:29,85,262
537,51.53144769,-0.010244679,4.84695516,15:29:34,82,263
538,51.53140218,-0.010289979,5.45355737,15:29:40,82,262
539,51.53136174,-0.010344018,5.887874619,15:29:44,85,266
540,51.53131232,-0.010406507,5.187275238,15:29:50,85,268
541,51.53126952,-0.010440128,6.991615128,15:29:53,84,273
542,51.53123383,-0.01049671,7.831128089,15:29:57,84,275
543,51.53119519,-0.010538613,7.608295411,15:30:01,81,277
544,51.53115911,-0.010582271,6.493093584,15:30:06,85,280
545,51.531119,-0.01064408,6.922644415,15:30:10,87,278
546,51.53107729,-0.010690031,6.804001928,15:30:15,87,275
547,51.53103823,-0.010736473,6.926640483,15:30:19,86,280
548,51.53099814,-0.010775182,6.474582681,15:30:24,88,280
549,51.53095123,-0.01079509,6.620853223,15:30:29,85,276
550,51.53090394,-0.010830732,6.24263438,15:30:33,87,272
551,51.53086643,-0.010890633,5.827624627,15:30:37,91,274
552,51.53082657,-0.010947697,5.688732487,15:30:41,93,274
553,51.53079387,-0.010997329,5.066533914,15:30:46,90,270
554,51.53076769,-0.01105921,5.751562659,15:30:49,94,274
555,51.53074346,-0.011124547,5.453590809,15:30:54,94,272
556,51.53071129,-0.011182414,6.05045547,15:31:01,98,268
557,51.53067113,-0.011136435,7.364462032,15:31:06,94,263
558,51.53063569,-0.011076566,7.171058847,15:31:12,90,262
559,51.53060251,-0.011022506,6.689579575,15:31:17,89,266
560,51.53056612,-0.010970219,6.223991504,15:31:22,94,263
561,51.530621,-0.010973814,4.472227678,15:31:38,98,266
562,51.53067293,-0.01100945,3.214060619,15:31:42,103,261
563,51.5307113,-0.011057668,3.361581,15:31:46,104,256
564,51.53073286,-0.011136952,4.591112963,15:31:50,105,260
565,51.53072407,-0.011219492,5.533011751,15:31:54,101,259
566,51.53069091,-0.011290557,5.903978534,15:31:57,101,263
567,51.53065948,-0.01134337,5.819329708,15:32:00,103,261
568,51.53063451,-0.011415487,5.790181013,15:32:04,108,261
569,51.53060279,-0.011501269,6.462379187,15:32:08,103,263
570,51.53057185,-0.011576757,6.816012156,15:32:13,106,260
571,51.5305406,-0.011632275,6.774201395,15:32:17,111,262
572,51.53050431,-0.01168249,7.383664441,15:32:21,116,265
573,51.53046267,-0.011712486,8.032856247,15:32:26,117,264
574,51.53041404,-0.011709311,7.736492835,15:32:32,120,260
575,51.53037131,-0.011747023,6.153667185,15:32:37,120,257
576,51.5303283,-0.011803265,7.770249031,15:32:42,120,258
577,51.53029804,-0.01185854,6.255010986,15:32:47,120,263
578,51.53026937,-0.011931506,6.085115015,15:32:53,115,259
579,51.53023306,-0.01200079,6.002053048,15:32:58,119,259
580,51.53020051,-0.012067017,7.026278777,15:33:02,120,262
581,51.53016324,-0.012130892,5.443917651,15:33:07,120,257
582,51.53013625,-0.012194465,5.125194172,15:33:10,120,255
583,51.53011071,-0.012275537,4.797667897,15:33:15,120,252
584,51.53007268,-0.012350223,6.365874804,15:33:21,119,249
585,51.53004687,-0.012413496,6.766773543,15:33:24,114,253
586,51.53002356,-0.01248638,7.238951275,15:33:29,117,252
587,51.52997628,-0.012529722,8.100798214,15:33:33,112,255
588,51.52994225,-0.012589513,8.41888546,15:33:37,115,253
589,51.52991192,-0.012646433,8.137035674,15:33:42,120,256
590,51.52988577,-0.012705339,8.035206086,15:33:48,120,251
591,51.52986349,-0.012777279,7.158461584,15:33:54,118,250
592,51.52984173,-0.012856318,7.097454547,15:34:00,113,245
593,51.52983552,-0.012938617,7.632791137,15:34:05,117,242
594,51.52983481,-0.013016227,8.498418307,15:34:10,119,244
595,51.52981215,-0.013095249,9.306348952,15:34:14,120,245
596,51.5297996,-0.013165423,8.239827796,15:34:19,120,247
597,51.52977538,-0.013228363,9.033280094,15:34:35,120,244
598,51.52974641,-0.013286888,9.128994513,15:34:39,120,246
599,51.52971644,-0.013360863,8.787619252,15:34:44,119,250
600,51.52967662,-0.013416524,7.882348285,15:34:49,120,245
601,51.52962962,-0.013412214,7.983739353,15:34:53,120,250
602,51.5295825,-0.013398475,7.23711958,15:34:58,120,252
603,51.5295404,-0.013339965,6.441072389,15:35:04,120,249
604,51.5295034,-0.01329711,6.818202502,15:35:08,120,245
605,51.52945724,-0.013239913,7.563477148,15:35:13,120,241
606,51.52942285,-0.013185928,8.142281376,15:35:17,119,240
607,51.52938771,-0.013140321,7.825002248,15:35:21,120,238
608,51.52935485,-0.013090191,8.213172839,15:35:25,118,243
609,51.5293197,-0.013038149,8.419325296,15:35:29,116,244
610,51.52928007,-0.012979083,7.488377403,15:35:36,118,245
611,51.52924322,-0.012926417,7.588608284,15:35:44,116,242
612,51.52920031,-0.01286739,8.106463243,15:35:50,114,237
613,51.52916666,-0.012817633,8.177381975,15:35:55,111,235
614,51.52913175,-0.012770704,7.85695118,15:36:00,113,238
615,51.52909599,-0.01272307,7.918789903,15:36:04,115,236
616,51.52905627,-0.012671867,7.832677326,15:36:10,117,236
617,51.52901554,-0.012625282,7.484893756,15:36:16,117,234
618,51.52897468,-0.012582055,9.201892893,15:36:20,119,236
619,51.52893283,-0.012540382,8.85929982,15:36:24,118,231
620,51.52889494,-0.012488104,8.099456409,15:36:28,118,236
621,51.52885867,-0.012442006,8.120976668,15:36:33,120,239
622,51.5288101,-0.012387441,8.666402993,15:36:36,120,240
623,51.52877848,-0.012321377,7.662008506,15:36:40,119,244
624,51.52874555,-0.012264025,8.070225009,15:36:43,117,240
625,51.52871187,-0.012204484,8.163297223,15:36:47,117,238
626,51.5286767,-0.012153731,8.047393229,15:36:51,120,239
627,51.52863802,-0.01209712,8.16754922,15:36:57,115,242
628,51.52859924,-0.012038725,8.197406088,15:37:03,116,237
629,51.52856591,-0.011988157,8.807600938,15:37:07,111,235
630,51.52851944,-0.011932212,9.265426514,15:37:11,116,230
631,51.52847953,-0.011897772,9.048286218,15:37:17,111,235
632,51.52844293,-0.011851024,9.192927719,15:37:21,115,238
633,51.52840495,-0.011795069,8.906906146,15:37:25,116,241
634,51.52836562,-0.011750925,9.377273563,15:37:29,114,242
635,51.52830575,-0.011709844,10.4123567,15:37:34,112,246
636,51.52825936,-0.01168578,10.86005815,15:37:38,115,251
637,51.52821743,-0.011640441,10.40639782,15:37:42,114,246
638,51.52817131,-0.011605492,9.527989481,15:37:47,112,245
639,51.52812977,-0.011558278,9.532106555,15:37:51,114,243
640,51.52810355,-0.011472391,8.056985581,15:37:56,110,240
641,51.52807263,-0.011414413,6.753297988,15:38:02,106,239
642,51.52803273,-0.011365054,7.146312038,15:38:07,108,238
643,51.5279785,-0.011330509,8.485475115,15:38:11,113,242
644,51.52793833,-0.011297253,8.946333425,15:38:15,108,247
645,51.52789378,-0.011261966,10.08660946,15:38:20,109,247
646,51.52785291,-0.011223526,10.95929452,15:38:24,106,251
647,51.52781584,-0.011176143,11.11052606,15:38:30,101,253
648,51.52775638,-0.011156331,11.09847745,15:38:35,102,252
649,51.52771556,-0.011116892,11.52219208,15:38:38,102,251
650,51.52767107,-0.011067232,12.29662504,15:38:42,105,251
651,51.52762039,-0.011053604,11.37384744,15:38:47,108,252
652,51.52757918,-0.011014322,11.04217271,15:38:54,111,256
653,51.52753315,-0.010961541,10.48509334,15:38:57,107,255
654,51.52747911,-0.010931458,11.00463303,15:39:02,105,258
655,51.52743406,-0.010908268,10.57114521,15:39:06,104,260
656,51.52738975,-0.010867623,10.7748378,15:39:11,109,264
657,51.52734289,-0.010838182,10.71572248,15:39:14,114,261
658,51.52728553,-0.010806244,10.14724113,15:39:21,109,256
659,51.52724386,-0.010764622,10.01716428,15:39:24,109,251
660,51.52719976,-0.010729139,10.42720521,15:39:27,114,256
661,51.52715508,-0.01068784,10.66483818,15:39:31,110,261
662,51.52711063,-0.010635733,10.57561839,15:39:35,107,256
663,51.52705882,-0.010592594,11.42398712,15:39:39,102,260
664,51.52701051,-0.010580204,11.2516372,15:39:43,100,263
665,51.52696958,-0.01052748,10.72543867,15:39:49,103,260
666,51.52692243,-0.010513146,10.44909608,15:39:54,102,263
667,51.52686605,-0.010507331,12.0296704,15:39:58,102,261
668,51.52681673,-0.010533075,10.59389649,15:40:03,101,259
669,51.52686352,-0.010393206,11.46634578,15:40:17,97,255
670,51.5268601,-0.010312691,10.34432986,15:40:32,95,254
671,51.52682635,-0.010259448,10.20433535,15:40:34,95,259
672,51.52678743,-0.010189879,9.97027062,15:40:38,94,260
673,51.52675434,-0.010140416,9.96371196,15:40:42,92,261
674,51.52670716,-0.010111042,10.15553986,15:40:46,94,262
675,51.52666988,-0.01005227,10.08598281,15:40:49,90,264
676,51.52665758,-0.009921567,9.771771382,15:40:55,91,267
677,51.5266966,-0.009876597,10.13741542,15:41:00,88,265
678,51.52671114,-0.009781939,9.898930423,15:41:04,86,262
679,51.5267353,-0.009715037,9.802846228,15:41:11,83,265
680,51.52679057,-0.009634851,10.3314994,15:41:13,81,269
681,51.52683611,-0.009542025,9.460486772,15:41:15,78,270
682,51.52685421,-0.009472467,8.961522876,15:41:25,82,267
683,51.5269135,-0.009448022,8.772427588,15:41:38,81,272
684,51.52695939,-0.009446814,8.005638514,15:41:50,77,272
685,51.52694697,-0.009650717,4.112743444,15:41:58,80,267
686,51.52692973,-0.009834669,4.081432409,15:42:00,79,268
687,51.52697476,-0.009795032,2.824047155,15:42:05,76,263
688,51.5270146,-0.009690586,2.532360143,15:42:06,77,259
689,51.52703169,-0.009611734,2.120616979,15:42:09,73,263
690,51.52694364,-0.009718217,3.01542294,15:42:26,74,259
691,51.52689306,-0.009849503,3.015445828,15:42:38,72,262
692,51.52686137,-0.009943079,3.015556455,15:42:44,70,262
693,51.5268492,-0.009864307,9.122483253,15:45:05,70,265
694,51.52683191,-0.009699535,9.092458248,15:45:18,70,263
695,51.52680782,-0.009632389,9.085015297,15:45:24,70,266
696,51.52681155,-0.009712472,9.07838726,15:45:31,75,271
697,51.52685169,-0.009750763,9.179730415,15:46:59,72,267
698,51.52687327,-0.009815106,9.512234211,15:47:44,70,264
699,51.52686041,-0.00998524,9.586066723,15:47:51,72,266
700,51.52687425,-0.009910085,9.421273232,15:49:17,74,261
701,51.52688792,-0.009828583,9.410162449,15:49:26,75,256
702,51.52693213,-0.009791389,9.589671313,15:50:40,71,253
703,51.52731457,-0.009408669,7.474377307,15:51:52,74,249
704,51.52712848,-0.009568272,8.446507586,15:51:54,75,251
705,51.52708539,-0.009603655,8.720427412,15:51:55,77,254
706,51.5270334,-0.009643746,8.841971025,15:51:57,75,253
707,51.52696299,-0.009739639,9.841720581,15:52:15,76,256
708,51.52691856,-0.009838265,8.214294434,15:52:25,77,251
709,51.5268844,-0.009784617,9.666963393,15:52:47,79,249
710,51.52691925,-0.009732471,9.575651924,15:52:59,81,252
711,51.52695167,-0.009805594,9.673852265,15:53:03,83,248
712,51.52718067,-0.009770431,9.691937958,15:53:10,86,244
713,51.52725157,-0.009779799,9.456052621,15:53:12,91,243
714,51.5271859,-0.009811549,9.504859786,15:53:20,92,243
715,51.52713773,-0.009815305,9.494724941,15:53:23,97,241
716,51.52709318,-0.009802549,9.567644731,15:53:27,94,244
717,51.52699966,-0.009729142,9.624724369,15:53:35,97,245
718,51.52695772,-0.009701804,9.381392088,15:53:40,100,245
719,51.52691518,-0.009665011,9.398500583,15:53:47,98,243
720,51.52708777,-0.009846333,9.315529246,15:53:57,100,245
721,51.52721124,-0.009994071,9.296985216,15:53:59,104,250
722,51.52741293,-0.009882007,9.326977127,15:54:01,108,248
723,51.52735633,-0.009858631,9.426274273,15:54:03,104,243
724,51.52727261,-0.009873643,9.476559715,15:54:05,105,242
725,51.52722225,-0.009934155,9.611904883,15:54:07,104,244
726,51.5271493,-0.009903824,9.735658839,15:54:10,107,246
727,51.52708542,-0.009924277,9.842047988,15:54:13,111,250
728,51.52701292,-0.009914996,9.939511737,15:54:15,111,246
729,51.52696613,-0.009899975,9.711801579,15:54:18,109,244
730,51.52691965,-0.009887326,10.00519037,15:54:21,107,248
731,51.52686436,-0.009844227,10.0278589,15:54:23,112,245
732,51.52681157,-0.009877026,10.05514594,15:56:06,111,245
733,51.52685965,-0.009865064,9.766010642,15:56:16,114,247
734,51.5269048,-0.009862512,10.04082904,15:56:21,119,252
735,51.52685497,-0.009865319,9.914006909,15:57:00,116,250
736,51.526834,-0.009938631,9.827860024,15:57:10,111,247
737,51.52691773,-0.009933659,9.883181293,15:57:17,109,244
738,51.52690426,-0.010076578,9.82028424,15:57:19,111,241
739,51.52690285,-0.010157562,10.38465447,15:57:23,110,246
740,51.52688523,-0.01024241,10.24607276,15:57:29,108,247
741,51.52694513,-0.010307897,10.35294427,15:57:31,108,252
742,51.5270274,-0.010339325,10.16657479,15:57:33,111,248
743,51.52696029,-0.010357478,10.54809531,15:57:35,111,253
744,51.52694444,-0.010427124,10.38362023,15:57:38,110,251
745,51.52690332,-0.01046733,10.88161746,15:57:45,111,252
746,51.52684837,-0.010485636,11.45129669,15:57:50,110,257
747,51.52680435,-0.010501161,11.91425929,15:57:53,111,261
748,51.52675926,-0.010525289,12.27097956,15:57:56,112,262
749,51.52670576,-0.010533342,10.92674131,15:58:02,112,264
750,51.52665325,-0.010529092,10.94830098,15:58:07,113,263
751,51.52660563,-0.010535345,9.903044301,15:58:14,112,265
752,51.52656255,-0.010559598,10.60785942,15:58:34,107,263
753,51.52651796,-0.010573321,10.62485176,15:58:37,102,259
754,51.52647718,-0.010628705,10.60749303,15:58:42,101,258
755,51.52642241,-0.010670153,11.33609354,15:58:47,96,262
756,51.52639082,-0.010601712,10.49004129,15:58:55,98,258
757,51.52634794,-0.010551185,11.27558449,15:59:00,103,259
758,51.52629986,-0.010524451,11.27642299,15:59:05,101,264
759,51.52625866,-0.01048898,9.332237999,15:59:12,99,265
760,51.52621199,-0.010454927,7.175769556,15:59:18,98,265
761,51.52615798,-0.010463714,7.663268776,15:59:21,95,264
762,51.52610748,-0.010463672,6.541824316,15:59:27,96,259
763,51.52606026,-0.010432685,8.306524191,15:59:33,95,264
764,51.52600733,-0.010419316,8.810669955,15:59:36,100,267
765,51.5259725,-0.010329765,9.850485994,15:59:45,105,266
766,51.52596794,-0.010255081,10.43363303,15:59:48,110,263
767,51.52591255,-0.01024177,10.74437765,15:59:53,108,266
768,51.5258653,-0.010259523,7.967676789,15:59:56,103,267
769,51.52582219,-0.010308535,8.371763757,16:00:03,100,271
770,51.52579295,-0.010373921,9.440895378,16:00:11,100,274
771,51.52575724,-0.010432511,9.735013957,16:00:15,99,270
772,51.52571374,-0.010463886,9.26361192,16:00:21,96,265
773,51.52567118,-0.010509487,8.651360848,16:00:28,91,260
774,51.52561413,-0.010486376,9.957640901,16:00:31,86,258
775,51.52557735,-0.010529885,10.61380284,16:00:38,88,259
776,51.52553246,-0.010521717,11.21294743,16:00:43,89,254
777,51.52548068,-0.010476707,12.21688,16:00:47,91,255
778,51.52542753,-0.010439578,12.76585525,16:00:51,91,250
779,51.52537277,-0.010444134,13.42566247,16:00:55,87,251
780,51.52532825,-0.010471126,13.35096988,16:00:58,85,252
781,51.52528816,-0.010537021,13.64689857,16:01:02,89,252
782,51.52525401,-0.010594333,14.38449417,16:01:08,90,255
783,51.52523844,-0.010664895,14.86729692,16:01:11,87,260
784,51.5252165,-0.010730013,12.78472511,16:01:17,91,261
785,51.5251941,-0.010802652,12.79846078,16:01:22,95,261
786,51.52518607,-0.010877877,12.35660258,16:01:27,100,262
787,51.52517448,-0.010967821,13.67468423,16:01:31,102,265
788,51.52516646,-0.011051008,14.43517888,16:01:38,103,264
789,51.52512963,-0.011094659,14.37799557,16:01:43,104,269
790,51.52508176,-0.01107434,15.91690957,16:01:48,105,267
791,51.52503809,-0.011039799,15.03527228,16:01:54,107,265
792,51.52499513,-0.011062444,14.36969742,16:02:04,105,267
793,51.52494788,-0.011060206,15.36593402,16:02:11,107,263
794,51.5248969,-0.01105136,15.75956579,16:02:16,112,262
795,51.52483933,-0.011031893,15.48802074,16:02:21,111,258
796,51.52478665,-0.010999568,13.29766072,16:02:25,106,262
797,51.52473607,-0.010963101,13.61784657,16:02:28,103,260
798,51.52468329,-0.010947138,13.92771281,16:02:30,101,265
799,51.52463323,-0.010927033,14.1245025,16:02:35,105,265
800,51.52458772,-0.010907736,14.78702259,16:02:39,109,263
801,51.52456051,-0.010845315,14.70817575,16:02:52,112,263
802,51.52452751,-0.010795893,13.95737163,16:02:58,112,261
803,51.52451084,-0.010725612,14.11274055,16:03:05,107,256
804,51.52447807,-0.010655998,12.96405818,16:03:11,112,256
805,51.52443565,-0.010624388,13.53329408,16:03:15,115,255
806,51.52441703,-0.010558072,10.62852044,16:03:27,119,252
807,51.52443866,-0.01049208,10.71645495,16:03:31,119,247
808,51.52446015,-0.01042021,9.821120034,16:03:36,118,243
809,51.52446837,-0.010339401,10.4538763,16:03:39,120,246
810,51.52449189,-0.010270308,9.61674185,16:03:46,119,249
811,51.52450882,-0.010195285,9.498004813,16:03:50,117,244
812,51.52451229,-0.010105959,9.719935769,16:03:53,120,241
813,51.52448977,-0.010036145,9.704139079,16:03:56,120,236
814,51.52445068,-0.009986197,10.06183057,16:03:59,120,239
815,51.52440799,-0.009945385,10.49687493,16:04:03,118,240
816,51.52438178,-0.009879615,10.20376418,16:04:08,120,235
817,51.5243683,-0.009805084,9.973312382,16:04:12,120,238
818,51.5243442,-0.009741317,8.640008256,16:04:17,115,236
819,51.52430567,-0.00966396,8.684428378,16:04:21,114,238
820,51.52427138,-0.009612567,9.034560023,16:04:24,119,240
821,51.52422256,-0.009592277,10.23314534,16:04:28,120,243
822,51.52417175,-0.009572157,10.60860584,16:04:31,116,242
823,51.52412276,-0.009583962,10.71248082,16:04:35,116,241
824,51.52407254,-0.009595121,10.36334337,16:04:39,117,243
825,51.52402034,-0.009568543,10.42076722,16:04:44,113,247
826,51.52397217,-0.00954283,10.94786527,16:04:48,114,252
827,51.52392202,-0.009513585,10.12876532,16:04:53,111,256
828,51.52388133,-0.009475458,10.3399666,16:04:57,113,258
829,51.52384038,-0.009411882,10.75081906,16:05:01,112,260
830,51.5238434,-0.009335974,10.06972591,16:05:05,111,260
831,51.52386777,-0.009252434,9.341802444,16:05:10,112,256
832,51.52388701,-0.009172363,9.174321512,16:05:15,108,252
833,51.52389693,-0.009097743,9.497740563,16:05:20,111,247
834,51.52391752,-0.009028708,9.371691964,16:05:24,112,252
835,51.52393811,-0.008951235,9.273647513,16:05:28,113,255
836,51.52395995,-0.008872568,10.12722216,16:05:32,112,253
837,51.52399317,-0.008781206,10.65964627,16:05:40,107,248
838,51.52401017,-0.008707111,9.932657485,16:05:47,110,243
839,51.52401709,-0.008620103,10.23734077,16:05:50,107,248
840,51.52402253,-0.008544832,10.76893485,16:05:55,106,244
841,51.52400438,-0.008471389,9.451111633,16:06:01,108,245
842,51.52398311,-0.008387405,9.410766033,16:06:05,108,241
843,51.5239853,-0.008293924,8.095392492,16:06:10,107,239
844,51.52398865,-0.008218203,7.248781458,16:06:14,107,239
845,51.52398604,-0.008133459,6.768588996,16:06:19,110,242
846,51.52399711,-0.008062255,6.909190227,16:06:23,114,240
847,51.52399105,-0.007980034,7.237652104,16:06:29,117,245
848,51.52399096,-0.007886705,7.48122566,16:06:34,118,240
849,51.52398594,-0.007797425,7.527098163,16:06:38,114,242
850,51.52398661,-0.007711682,6.781787408,16:06:43,112,239
851,51.5239796,-0.007639648,6.783878746,16:06:47,116,236
852,51.52397346,-0.00755464,6.808088474,16:06:52,116,241
853,51.52396618,-0.007474634,6.470576639,16:06:57,119,246
854,51.52395559,-0.007387746,8.256843758,16:07:01,118,247
855,51.52394992,-0.007310595,6.62902053,16:07:06,113,250
856,51.52394961,-0.00722947,5.959325108,16:07:10,114,255
857,51.52395006,-0.007146228,6.419355631,16:07:13,109,258
858,51.52395531,-0.007060588,5.578287512,16:07:18,110,254
859,51.5239494,-0.006987581,5.847779045,16:07:22,108,254
860,51.52394791,-0.006914488,7.551954609,16:07:26,113,253
861,51.52395473,-0.006827585,7.345193079,16:07:31,111,258
862,51.52394634,-0.006747851,7.504823914,16:07:36,108,263
863,51.52395345,-0.006668443,8.101955692,16:07:40,112,265
864,51.52395177,-0.006593682,8.235657894,16:07:44,116,263
865,51.52394263,-0.006502118,8.37240737,16:07:49,120,265
866,51.52393758,-0.00642324,8.105350193,16:07:54,120,263
867,51.52394147,-0.006341246,8.271113358,16:07:59,120,258
868,51.52393974,-0.006265375,7.502596231,16:08:03,120,253
869,51.52393376,-0.006178859,7.189001866,16:08:08,119,251
870,51.52392733,-0.006105133,7.359757864,16:08:13,117,246
871,51.52393531,-0.006018696,7.337573825,16:08:17,117,242
872,51.52394034,-0.005926404,6.882827153,16:08:21,112,241
873,51.52394301,-0.005850809,7.643096515,16:08:25,115,238
874,51.52394934,-0.005767002,7.216489719,16:08:29,120,241
875,51.52394668,-0.005692674,6.753552697,16:08:33,120,240
876,51.52394948,-0.005612546,6.247619445,16:08:38,115,239
877,51.52394921,-0.005538832,7.198181916,16:08:43,115,237
878,51.52395643,-0.005458981,7.034475141,16:08:52,113,235
879,51.52393448,-0.005389038,6.817558305,16:08:55,112,240
880,51.52391351,-0.005318256,6.600019629,16:08:59,116,243
881,51.52389224,-0.005243184,7.109783804,16:09:03,115,241
882,51.52388081,-0.00516443,5.639907859,16:09:08,112,242
883,51.5238776,-0.005065273,6.319257488,16:09:15,109,240
884,51.52388413,-0.004964859,6.458115403,16:09:19,108,241
885,51.5238966,-0.004886639,5.752581747,16:09:24,112,236
886,51.52389415,-0.004805804,5.82906771,16:09:28,108,232
887,51.52384503,-0.004776366,5.354265583,16:09:32,109,230
888,51.52383234,-0.004692809,5.35393902,16:09:38,105,234
889,51.52383784,-0.004614066,5.500407946,16:09:44,105,229
890,51.52385602,-0.004535284,5.348543721,16:09:51,106,231
891,51.52385489,-0.0044511,5.412389173,16:09:57,108,236
892,51.52384766,-0.004360896,5.124905965,16:10:02,103,239
893,51.52384372,-0.00428745,5.00564511,16:10:06,105,244
894,51.52387572,-0.004233069,5.546100081,16:10:27,101,244
895,51.52392966,-0.004227004,5.935345402,16:10:30,104,244
896,51.52389983,-0.004131542,5.251479964,16:10:56,105,249
897,51.52387228,-0.00406605,4.742471428,16:11:00,102,251
898,51.52387472,-0.003980516,4.993723869,16:11:05,106,249
899,51.52387768,-0.003906398,4.293768037,16:11:09,107,246
900,51.52387707,-0.003825002,4.310155137,16:11:13,105,242
901,51.52386954,-0.003741558,4.468230771,16:11:17,109,237
902,51.52386379,-0.003644267,4.382478569,16:11:20,110,237
903,51.52386952,-0.00356205,4.735814802,16:11:23,110,240
904,51.52387956,-0.003476326,4.335413764,16:11:27,108,239
