Number,lat,lon,ele,time,AQI,GSR
905,51.52385792,-0.003411843,4.498633694,16:11:31,110,236
906,51.52385831,-0.00333073,4.97224627,16:11:36,108,238
907,51.52389223,-0.003259706,5.799191087,16:11:39,111,239
908,51.52387695,-0.003189585,4.516220344,16:11:44,107,240
909,51.52384404,-0.00312497,4.053165565,16:11:50,110,240
910,51.52380965,-0.003054608,3.170845124,16:11:53,110,236
911,51.52379475,-0.002971758,3.609024451,16:11:59,110,241
912,51.5237181,-0.002905975,3.433937091,16:12:02,112,242
913,51.52366215,-0.002903355,3.910032827,16:12:06,107,243
914,51.5236121,-0.002921165,4.821909029,16:12:09,102,241
915,51.52355422,-0.002938905,4.496439942,16:12:15,97,246
916,51.52349866,-0.002957802,4.543286742,16:12:18,100,249
917,51.52345118,-0.002977102,5.017526273,16:12:21,98,252
918,51.52340271,-0.003007419,5.560035747,16:12:25,94,257
919,51.52335716,-0.003031572,5.937343249,16:12:29,98,262
920,51.52330928,-0.003064722,4.820205827,16:12:34,95,262
921,51.52326,-0.003089474,4.977197412,16:12:38,97,259
922,51.52320198,-0.003092007,5.120429837,16:12:44,101,261
923,51.52316373,-0.00315479,6.401258028,16:12:49,104,259
924,51.5231076,-0.003200766,5.957934025,16:12:54,101,257
925,51.52306511,-0.003241074,5.733872258,16:12:56,105,261
926,51.5230154,-0.003244693,6.209645767,16:13:02,102,260
927,51.52297293,-0.00327091,5.677493983,16:13:06,105,264
928,51.52292111,-0.003306235,6.780435837,16:13:10,109,264
929,51.5228666,-0.003338469,7.008481723,16:13:14,106,265
930,51.52282625,-0.003381779,7.510196202,16:13:19,101,266
931,51.52278862,-0.00343174,7.048205225,16:13:24,99,261
932,51.52275058,-0.00347575,6.351777294,16:13:30,96,261
933,51.52272651,-0.003536791,7.169731264,16:13:42,96,260
934,51.52267407,-0.003555192,8.036172513,16:13:47,100,256
935,51.52262721,-0.003617806,7.192856553,16:13:53,98,261
936,51.5225855,-0.003675077,6.228570236,16:13:59,101,263
937,51.52254911,-0.003732471,6.279842307,16:14:03,101,265
938,51.52254871,-0.003817556,6.48556676,16:14:07,99,263
939,51.52253072,-0.003898979,5.982478105,16:14:10,103,262
940,51.52248192,-0.003916488,6.705315497,16:14:13,105,263
941,51.52242828,-0.003961837,6.853233269,16:14:15,108,266
942,51.52237864,-0.003990294,7.381450443,16:14:18,105,262
943,51.52233457,-0.004016883,8.241840696,16:14:23,110,260
944,51.52229039,-0.00405589,8.527015007,16:14:27,105,260
945,51.52225342,-0.004115538,8.220788864,16:14:31,108,257
946,51.52220245,-0.004123508,7.034105178,16:14:36,109,253
947,51.52217863,-0.004062014,6.968499609,16:14:41,112,254
948,51.52212792,-0.004055177,6.74518235,16:14:48,110,257
949,51.52208201,-0.004038456,6.391352532,16:14:53,115,262
950,51.52205443,-0.003980227,6.266217406,16:14:57,113,258
951,51.52200814,-0.003919647,5.998831605,16:15:01,108,254
952,51.52195326,-0.003881812,5.757950018,16:15:05,104,257
953,51.52190748,-0.003849406,5.971011623,16:15:09,103,260
954,51.52186286,-0.003799154,6.351323129,16:15:13,105,255
955,51.52182315,-0.003755077,6.202374299,16:15:18,102,257
956,51.52178084,-0.003702681,5.733405517,16:15:23,106,256
957,51.5217464,-0.003646088,5.999628521,16:15:27,103,255
958,51.52171774,-0.003586068,5.88418022,16:15:31,104,254
959,51.52168585,-0.003516778,5.584286726,16:15:36,104,254
960,51.52165367,-0.003460008,5.457322269,16:15:41,103,256
961,51.52163713,-0.003386159,5.38820836,16:15:45,106,259
962,51.52163271,-0.003307042,5.490371254,16:15:49,109,257
963,51.521621,-0.003233256,5.849981343,16:15:53,109,262
964,51.52162282,-0.00314977,6.107907507,16:15:59,110,266
965,51.52163176,-0.003068858,5.85183038,16:16:02,115,266
966,51.5216308,-0.002996529,5.498453309,16:16:06,119,264
967,51.52162637,-0.00291716,4.913934654,16:16:09,115,269
968,51.52162323,-0.002810455,5.276344885,16:16:13,116,267
969,51.52161955,-0.002731888,4.907634357,16:16:17,120,267
970,51.52160824,-0.002651631,5.488406762,16:16:20,120,264
971,51.5216016,-0.002576925,5.554406768,16:16:25,120,259
972,51.52159199,-0.002491635,5.990768453,16:16:29,120,257
973,51.52158698,-0.002403285,4.940060304,16:16:33,118,255
974,51.5215837,-0.002315668,5.455305225,16:16:38,119,253
975,51.52159216,-0.002225327,5.077971896,16:16:43,120,252
976,51.52158717,-0.002140882,5.399652715,16:16:47,117,257
977,51.52159441,-0.002058889,5.118400525,16:16:52,119,257
978,51.52159263,-0.001975563,4.981564142,16:16:56,120,256
979,51.52158839,-0.001892659,3.974142477,16:17:01,119,260
980,51.52157989,-0.001790496,3.958975986,16:17:06,120,261
981,51.52158752,-0.001717747,3.848628279,16:17:10,115,263
982,51.52158197,-0.001640695,3.971389195,16:17:15,116,260
983,51.52157576,-0.001566836,4.066830679,16:17:20,118,258
984,51.52157638,-0.001492998,4.661846505,16:17:24,114,261
985,51.52156649,-0.001419977,4.84326318,16:17:28,113,263
986,51.52156366,-0.001339206,4.105938157,16:17:32,118,268
987,51.52155591,-0.001267609,3.727116663,16:17:37,119,272
988,51.52156483,-0.001186963,3.041514368,16:17:45,120,272
989,51.52158106,-0.001117669,3.006358195,16:17:50,120,274
990,51.52163411,-0.001075679,3.499145414,16:17:57,120,277
991,51.52168858,-0.001070226,3.492310936,16:18:04,120,277
992,51.52174193,-0.001069293,3.279485383,16:18:08,118,277
993,51.52179053,-0.001061661,3.130446206,16:18:12,116,278
994,51.52183776,-0.001056493,3.57045693,16:18:15,119,276
995,51.52188496,-0.001045581,3.659828929,16:18:20,116,272
996,51.52192874,-0.001007256,3.844083376,16:18:24,113,275
997,51.52197253,-0.00098866,3.832686818,16:18:31,113,274
998,51.52201627,-0.000971446,4.030532964,16:18:34,117,279
999,51.52206135,-0.000968522,3.728494897,16:18:38,113,275
1000,51.52211483,-0.000955828,4.141154174,16:18:41,116,273
1001,51.52216482,-0.00092719,3.512934325,16:18:47,116,270
1002,51.52221316,-0.000914229,3.112843607,16:18:53,113,271
1003,51.52228112,-0.000886965,2.466300176,16:18:58,113,272
1004,51.52232688,-0.000881837,2.930490729,16:19:01,109,276
1005,51.52237956,-0.000857242,2.568911636,16:19:06,110,273
1006,51.52244371,-0.000824779,3.740096566,16:19:12,108,276
1007,51.5224894,-0.000824459,3.463389998,16:19:17,111,272
1008,51.52253757,-0.000812441,3.1121005,16:19:21,108,274
1009,51.52258721,-0.000805212,3.410719474,16:19:25,112,276
1010,51.52264195,-0.00078969,3.730982081,16:19:30,113,280
1011,51.52269872,-0.000768759,3.030374906,16:19:35,110,280
1012,51.52275073,-0.000746696,3.054673294,16:19:39,107,279
1013,51.52279408,-0.000724615,3.35361209,16:19:43,103,274
1014,51.52284477,-0.000714082,3.518616489,16:19:50,100,271
1015,51.52289564,-0.000698369,3.041553636,16:19:56,102,274
1016,51.52295397,-0.000677484,3.367506272,16:20:00,100,272
1017,51.52300574,-0.000657404,2.765690418,16:20:03,95,274
1018,51.52305986,-0.00062712,2.704996385,16:20:08,92,269
1019,51.52310426,-0.000595891,2.737321191,16:20:11,89,273
1020,51.52314935,-0.00056565,3.09531597,16:20:15,88,277
1021,51.5231965,-0.00053169,3.226144601,16:20:19,85,277
1022,51.52323555,-0.000495248,3.172258857,16:20:22,83,280
1023,51.52329329,-0.000512553,3.335575056,16:20:27,87,275
1024,51.52334175,-0.000513322,3.935246697,16:20:30,89,273
1025,51.52337004,-0.000441829,2.897980398,16:20:35,92,278
1026,51.52337811,-0.000361913,2.946123615,16:20:39,93,280
1027,51.52338315,-0.000289246,2.760020765,16:20:43,94,280
1028,51.52336021,-0.000223795,3.442680175,16:20:46,97,280
1029,51.52334975,-0.000137062,3.874610639,16:20:49,95,280
1030,51.52333518,-5.92E-05,3.047268165,16:20:54,94,280
1031,51.52331831,1.57564E-05,3.121555781,16:20:58,98,280
1032,51.52332104,9.32203E-05,3.645667371,16:21:02,99,276
1033,51.5233033,0.000186437,3.502641431,16:21:06,98,271
1034,51.52328473,0.00025897,3.206692908,16:21:11,99,276
1035,51.52327002,0.00034827,3.099926766,16:21:15,102,273
1036,51.52326549,0.000422588,2.7403135,16:21:20,104,272
1037,51.52325734,0.00051516,3.100323423,16:21:24,103,277
1038,51.52325392,0.000590577,3.610121797,16:21:27,99,279
1039,51.52325003,0.000663379,3.394551191,16:21:32,103,277
1040,51.52323538,0.00073536,3.80721273,16:21:36,108,277
1041,51.52322234,0.000819463,3.674297792,16:21:41,107,272
1042,51.52321258,0.000895048,2.99261911,16:21:45,108,272
1043,51.52320394,0.000978882,3.670532513,16:21:50,105,268
1044,51.52318792,0.001049232,3.494391608,16:21:54,102,269
1045,51.52315308,0.001104157,3.218762036,16:21:58,99,273
1046,51.52311861,0.001153856,3.652605074,16:22:02,102,269
1047,51.52308265,0.001203478,3.785577278,16:22:08,99,272
1048,51.52302091,0.001205624,3.144978061,16:22:12,98,276
1049,51.52296952,0.001198116,2.657647886,16:22:15,93,274
1050,51.52292088,0.001168697,1.658481319,16:22:19,95,276
1051,51.522875,0.001135216,1.8624436,16:22:24,95,278
1052,51.52282603,0.001121526,2.817119585,16:22:28,98,279
1053,51.52277209,0.001110588,3.567978446,16:22:33,99,280
1054,51.52271763,0.00108158,3.469179736,16:22:37,97,276
1055,51.52266747,0.001065459,3.531833904,16:22:43,102,272
1056,51.52261154,0.001040403,3.4894519,16:22:49,98,276
1057,51.52256268,0.001022289,3.006917515,16:22:54,96,273
1058,51.52251107,0.001031189,3.210496522,16:23:00,92,268
1059,51.52246565,0.001033717,2.948082559,16:23:09,90,273
1060,51.52242378,0.000995814,2.561396939,16:23:14,90,272
1061,51.52237998,0.000965182,2.756620726,16:23:18,94,269
1062,51.52233114,0.000947489,1.99365622,16:23:23,94,274
1063,51.52227681,0.000932662,2.145465232,16:23:29,97,274
1064,51.52223151,0.00093288,2.372517067,16:23:34,93,279
1065,51.52217551,0.000910219,2.212001204,16:23:38,97,280
1066,51.52212429,0.000887427,2.934348445,16:23:43,93,279
1067,51.52208134,0.000858174,3.787975831,16:23:46,96,276
1068,51.52203537,0.000836584,3.854338999,16:23:50,93,279
1069,51.52198928,0.0008223,4.107068006,16:23:54,89,280
1070,51.52194446,0.000812421,3.273803391,16:23:59,94,278
1071,51.52189897,0.000794397,3.848100339,16:24:03,91,278
1072,51.52184915,0.000765524,4.128343135,16:24:07,94,276
1073,51.52180067,0.000748998,4.925283047,16:24:11,89,275
1074,51.52175625,0.000729229,4.661507808,16:24:15,85,279
1075,51.52170751,0.000716013,4.909465142,16:24:19,86,280
1076,51.52166458,0.000692469,5.057128379,16:24:23,90,275
1077,51.52161855,0.000683026,4.233861493,16:24:27,93,271
1078,51.52157111,0.000661818,4.297822885,16:24:31,98,271
1079,51.52152498,0.000651495,3.966813717,16:24:36,99,270
1080,51.5214799,0.00063265,3.930713855,16:24:40,94,268
1081,51.5214268,0.000626641,3.842350599,16:24:46,95,264
1082,51.52137254,0.000625345,3.023991529,16:24:51,95,261
1083,51.52131927,0.000615846,3.471762903,16:24:56,99,263
1084,51.52128035,0.00066129,3.103733037,16:25:01,94,267
1085,51.52127389,0.000740292,3.352424274,16:25:07,92,265
1086,51.52127465,0.00066629,2.89177742,16:25:23,92,263
1087,51.52128504,0.000544584,3.011477601,16:25:27,94,264
1088,51.52129424,0.000468957,3.408436972,16:25:29,95,266
1089,51.52129905,0.000387689,2.408116231,16:25:33,98,268
1090,51.52130705,0.000315617,2.654249364,16:25:38,103,268
1091,51.52132634,0.00024901,2.506117453,16:25:43,99,264
1092,51.52134268,0.000168639,3.574695901,16:25:48,101,269
1093,51.52134808,7.31869E-05,2.161171851,16:25:54,104,273
1094,51.52136339,-6.82E-06,2.6114669,16:25:59,108,273
1095,51.52137949,-8.06E-05,2.875772912,16:26:04,109,278
1096,51.52138827,-0.00017264,3.030096435,16:26:08,111,280
1097,51.52139349,-0.000248206,2.392461684,16:26:12,114,276
1098,51.5214105,-0.000315616,2.616398347,16:26:16,118,278
1099,51.521428,-0.000394687,2.473746554,16:26:21,117,280
1100,51.52146314,-0.000456382,2.759056155,16:26:26,116,280
1101,51.52144837,-0.000546791,3.347012688,16:26:29,120,280
1102,51.52144864,-0.000626643,3.339815821,16:26:33,120,280
1103,51.52145352,-0.000715583,3.66870911,16:26:37,120,279
1104,51.52145797,-0.000800972,4.134142926,16:26:41,118,276
1105,51.52147069,-0.000894984,4.237675741,16:26:46,117,271
1106,51.52148288,-0.000969984,4.046164433,16:26:50,120,275
1107,51.52151513,-0.001037097,3.488212933,16:26:55,120,279
1108,51.52152666,-0.001120177,4.142915606,16:27:15,120,279
1109,51.52154055,-0.001202008,3.150520335,16:27:22,120,278
1110,51.52153072,-0.001286809,3.237007302,16:27:28,120,275
1111,51.52152748,-0.001369665,3.787648235,16:27:32,115,270
1112,51.52151982,-0.001459369,4.026986127,16:27:36,115,271
1113,51.52151696,-0.001540275,4.208781748,16:27:40,120,272
1114,51.52146259,-0.001531579,4.391477444,16:27:50,120,276
1115,51.52140847,-0.001539333,4.203888614,16:27:55,120,271
1116,51.52136145,-0.001560618,3.738773896,16:28:00,120,267
1117,51.52131298,-0.001561223,4.04597507,16:28:04,119,266
1118,51.52126166,-0.001571127,4.473039843,16:28:08,120,261
1119,51.52121288,-0.001594058,4.333938517,16:28:12,119,257
1120,51.52116081,-0.001602801,4.123947065,16:28:16,117,262
1121,51.52111215,-0.001615678,4.137037112,16:28:20,120,257
1122,51.52106481,-0.001599908,4.150615018,16:28:23,115,257
1123,51.52101579,-0.001589965,4.007960811,16:28:27,112,255
1124,51.52096425,-0.001585646,4.752867321,16:28:32,113,253
1125,51.52090425,-0.001581442,4.381936216,16:28:37,113,258
1126,51.52085341,-0.001603556,4.662285027,16:28:42,111,263
1127,51.52080636,-0.0016128,3.774205547,16:28:46,110,266
1128,51.5207582,-0.001631979,4.119062152,16:28:51,112,269
1129,51.52071594,-0.001664346,4.218725893,16:28:56,107,271
1130,51.52067138,-0.001682723,4.879255665,16:29:00,106,271
1131,51.52062449,-0.001715453,4.832230053,16:29:04,107,270
1132,51.52058176,-0.001754857,5.353424811,16:29:30,112,265
1133,51.52053505,-0.001786816,5.469176607,16:29:34,112,268
1134,51.52050031,-0.001839231,5.631313954,16:29:39,108,269
1135,51.52046448,-0.001895684,5.482456433,16:29:43,111,266
1136,51.52044439,-0.00196531,5.653745327,16:29:48,110,267
1137,51.52041186,-0.002032229,6.275247293,16:29:55,107,266
1138,51.52036462,-0.002095058,6.398414657,16:29:58,109,271
1139,51.52034127,-0.002168772,6.806104962,16:30:05,104,275
1140,51.52030588,-0.00222752,6.431935674,16:30:10,101,276
1141,51.52027938,-0.002293562,7.030518138,16:30:15,106,274
1142,51.52025479,-0.002359327,7.725042566,16:30:19,105,270
1143,51.52022074,-0.002408568,7.045945176,16:30:26,103,269
1144,51.52020505,-0.002476781,7.504367848,16:30:33,107,264
1145,51.52018296,-0.002540257,7.305488006,16:30:38,107,265
1146,51.5201478,-0.002596965,7.374233558,16:30:43,104,261
1147,51.52011311,-0.002655132,6.882014368,16:30:48,103,266
1148,51.52008694,-0.00272112,7.188799812,16:30:53,102,266
1149,51.52005438,-0.00277864,7.3456623,16:30:58,97,261
1150,51.52001046,-0.002809569,6.409112187,16:31:03,98,256
1151,51.51996412,-0.002788164,5.515047763,16:31:09,97,260
1152,51.51994177,-0.002721748,6.325626147,16:31:14,94,262
1153,51.51991469,-0.002661303,6.754467523,16:31:19,93,263
1154,51.51988109,-0.002608972,7.130500154,16:31:23,89,264
1155,51.51984248,-0.002550465,7.467413329,16:31:29,86,265
1156,51.51980771,-0.002483079,7.400089172,16:31:34,81,260
1157,51.51977163,-0.002420701,7.131163093,16:31:39,86,264
1158,51.51973943,-0.002366961,6.867723592,16:31:45,82,266
1159,51.51971073,-0.00229185,6.902820422,16:31:52,87,266
1160,51.5196764,-0.002239478,6.575461414,16:31:55,91,268
1161,51.51963663,-0.002183725,5.996502851,16:31:59,87,263
1162,51.51959723,-0.00212878,6.134696606,16:32:04,90,264
1163,51.51955646,-0.002084383,6.689910469,16:32:09,91,267
1164,51.5195154,-0.002041588,6.331904816,16:32:14,88,266
1165,51.51947718,-0.001998504,6.64074,16:32:17,93,263
1166,51.5194394,-0.001952422,6.446634732,16:32:22,98,265
1167,51.51940379,-0.001902724,6.911448544,16:32:27,95,269
1168,51.51934494,-0.001848632,6.855304097,16:32:34,95,265
1169,51.51931027,-0.001802408,6.635335851,16:32:36,95,269
1170,51.51929939,-0.00172578,6.656573702,16:32:42,90,265
1171,51.51928247,-0.001649013,6.995499239,16:32:46,94,260
1172,51.51924503,-0.001594273,5.884917579,16:33:18,89,256
1173,51.51920357,-0.001635407,7.56385115,16:33:31,90,257
1174,51.51925316,-0.001636381,6.825917504,16:33:45,88,259
1175,51.51929644,-0.001610102,6.556665577,16:33:49,92,258
1176,51.51934023,-0.001577581,6.457543046,16:33:54,94,253
1177,51.51940432,-0.001523654,6.499365505,16:33:56,99,255
1178,51.5194457,-0.001487619,5.629957669,16:33:59,101,253
1179,51.51948475,-0.00143606,5.635574265,16:34:04,97,255
1180,51.51951376,-0.001380779,5.235794487,16:34:10,100,258
1181,51.51957286,-0.001307875,6.169134473,16:34:16,102,257
1182,51.5196183,-0.001266872,6.067589711,16:34:24,104,257
1183,51.51965038,-0.001212828,5.919082032,16:34:29,102,257
1184,51.51968792,-0.001159761,5.711585261,16:34:35,98,254
1185,51.51972357,-0.001110698,5.622791489,16:34:41,98,259
1186,51.51976773,-0.001049484,5.577368131,16:34:47,95,263
1187,51.51980119,-0.000999476,5.394667125,16:34:50,100,264
1188,51.51983393,-0.000949757,5.216138344,16:34:53,105,260
1189,51.51987093,-0.000893463,5.112739679,16:34:58,101,259
1190,51.51990883,-0.000835045,4.879364952,16:35:04,103,254
1191,51.51995137,-0.000782763,4.861282046,16:35:10,104,258
1192,51.51998328,-0.000727701,5.260542099,16:35:13,104,258
1193,51.52002984,-0.00070468,4.842611313,16:35:18,106,256
1194,51.52008045,-0.000676664,4.069352297,16:35:23,102,258
1195,51.52013081,-0.000648008,3.41572797,16:35:28,105,255
1196,51.52018051,-0.000622689,3.360444746,16:35:33,108,252
1197,51.52022632,-0.000608635,3.409125194,16:35:39,110,252
1198,51.52027896,-0.000587352,3.496275867,16:35:44,114,247
1199,51.52032025,-0.000550118,3.085471078,16:35:49,110,244
1200,51.52034652,-0.000488967,4.256366417,16:35:53,110,243
1201,51.5203839,-0.000409127,5.710156656,16:35:57,115,247
1202,51.52043877,-0.000379533,5.480219375,16:36:02,112,245
1203,51.52048879,-0.000384578,4.8985566,16:36:07,112,248
1204,51.52054208,-0.00037684,4.16266824,16:36:12,112,248
1205,51.52058885,-0.000368612,3.687249803,16:36:17,108,244
1206,51.52063707,-0.000344097,3.357432646,16:36:22,109,246
1207,51.52068821,-0.000296142,3.851938399,16:36:27,112,244
1208,51.52073808,-0.000287679,3.156619502,16:36:33,111,243
1209,51.52079462,-0.000278529,3.836504741,16:36:37,107,247
1210,51.52084269,-0.00025739,3.69864505,16:36:42,110,250
1211,51.52088985,-0.000258127,3.657158821,16:36:45,111,252
1212,51.5209383,-0.000233058,3.802664706,16:36:52,115,248
1213,51.52098643,-0.000204485,3.398641535,16:36:56,114,244
1214,51.52103209,-0.000177733,3.558169929,16:37:03,109,245
1215,51.52108328,-0.000148404,3.727328531,16:37:08,107,247
1216,51.52113366,-0.000119551,3.141919327,16:37:12,106,242
1217,51.52118723,-8.88E-05,3.029335874,16:37:18,101,240
1218,51.52123156,-5.66E-05,2.524923328,16:37:24,101,241
1219,51.52126977,3.1637E-06,2.743849555,16:37:27,97,240
1220,51.52128442,9.08727E-05,2.10022014,16:37:31,101,241
1221,51.52128372,0.000170883,1.978762153,16:37:34,96,246
1222,51.52126745,0.000252602,2.405230644,16:37:42,93,242
1223,51.52124279,0.000336513,2.476430835,16:37:45,89,241
1224,51.52123252,0.000423436,2.850311824,16:37:49,93,242
1225,51.52122396,0.000498111,2.538799298,16:37:54,91,244
1226,51.52121717,0.000578883,2.622208225,16:37:59,94,242
1227,51.52122066,0.000661929,2.86665748,16:38:03,95,240
1228,51.52121618,0.000744618,3.462972867,16:38:08,95,236
1229,51.52122854,0.000836401,4.414529455,16:38:13,99,238
1230,51.52123376,0.000916647,4.896359027,16:38:18,97,237
1231,51.52122995,0.000993353,3.55401639,16:38:24,94,232
1232,51.52123079,0.001081452,3.830469426,16:38:27,99,228
1233,51.52123484,0.001177361,3.558909437,16:38:31,99,224
1234,51.52121407,0.001251572,3.369952447,16:38:36,99,229
1235,51.52116943,0.001315904,3.723807661,16:38:41,100,226
1236,51.52113468,0.001373374,3.562520306,16:38:45,100,221
1237,51.52111695,0.001450629,3.134015343,16:38:51,105,216
1238,51.52110013,0.001537944,1.995054062,16:38:55,107,213
1239,51.52109488,0.001614237,1.471888501,16:39:01,108,208
1240,51.52108975,0.001695616,1.954802311,16:39:06,107,213
1241,51.52106823,0.001782241,1.81209077,16:39:11,106,217
1242,51.52104976,0.001853787,1.881855425,16:39:18,101,219
1243,51.52103089,0.001929949,1.525489693,16:39:23,106,224
1244,51.52101266,0.002007721,2.434430783,16:39:28,111,220
1245,51.52099088,0.002089745,2.593804218,16:39:33,116,225
1246,51.5209764,0.002170542,3.482757171,16:39:38,113,228
1247,51.52096165,0.002249955,3.630542166,16:39:43,110,229
1248,51.52093767,0.002337211,3.248790893,16:39:48,105,230
1249,51.52092114,0.002409172,3.182739885,16:39:52,107,234
1250,51.52090074,0.002484931,1.786072858,16:39:58,106,232
1251,51.52089128,0.002586909,2.762415305,16:40:04,102,232
1252,51.52089142,0.002663111,3.539170272,16:40:08,100,236
1253,51.52089434,0.002738221,3.182515235,16:40:11,103,231
1254,51.52088283,0.002824539,3.255874407,16:40:16,98,226
1255,51.52087516,0.002900412,2.727601307,16:40:20,97,224
1256,51.5208628,0.002979545,2.435669966,16:40:25,94,226
1257,51.52085207,0.003067418,2.216293295,16:40:30,99,225
1258,51.52084412,0.003153057,2.110743535,16:40:35,97,223
1259,51.52082713,0.003233794,1.972412664,16:40:41,102,224
1260,51.52081571,0.003324674,2.276011696,16:40:45,106,219
1261,51.5208043,0.003398879,2.295354629,16:40:50,102,221
1262,51.52079231,0.003474911,2.913748529,16:40:56,101,216
1263,51.52078068,0.003563376,2.557000493,16:41:01,102,211
1264,51.52074577,0.003639053,0.178182702,16:41:09,98,208
1265,51.52069907,0.003683518,1.215436186,16:41:13,102,211
1266,51.5206528,0.003711098,1.994493984,16:41:18,104,213
1267,51.5206008,0.003730205,2.87480691,16:41:23,105,218
1268,51.52054506,0.003761034,3.141666474,16:41:27,107,213
1269,51.52050295,0.003800098,2.489898157,16:41:36,107,218
1270,51.52048795,0.003877517,2.131796421,16:41:41,105,221
1271,51.52045347,0.00393464,2.204334048,16:41:46,100,226
1272,51.52040158,0.003942592,1.591601293,16:41:51,98,229
1273,51.52035161,0.003954645,1.957643048,16:41:56,99,229
1274,51.52030647,0.003998623,2.383676619,16:42:01,98,231
1275,51.52026074,0.004020795,3.204120901,16:42:05,102,233
1276,51.52021004,0.004008332,2.531577224,16:42:10,98,231
1277,51.52016387,0.004000574,2.126620535,16:42:14,93,228
1278,51.52011512,0.004004538,3.11805337,16:42:18,90,225
1279,51.52005977,0.004016549,2.356116616,16:42:24,93,224
1280,51.52001357,0.004023495,2.286698025,16:42:30,93,220
1281,51.51995631,0.004039354,2.055911099,16:42:35,89,220
1282,51.51989272,0.004070709,1.59496635,16:42:39,85,224
1283,51.51984506,0.004080468,1.481713451,16:42:46,88,228
1284,51.51980045,0.0040944,1.978221309,16:42:50,84,231
1285,51.51974853,0.004110485,1.82747247,16:42:55,86,228
1286,51.51969832,0.004116715,1.644254353,16:43:00,89,230
1287,51.51965334,0.004130821,1.386387045,16:43:05,89,229
1288,51.51960601,0.004138848,1.485295185,16:43:10,87,225
1289,51.5195559,0.004153628,0.877362672,16:43:15,87,230
1290,51.51950879,0.004160823,1.751199206,16:43:20,86,232
1291,51.51945929,0.004181003,2.046101131,16:43:25,86,233
1292,51.51941122,0.004186669,2.136829085,16:43:30,88,236
1293,51.51935967,0.004195644,2.68074874,16:43:35,83,239
1294,51.51931415,0.004201161,3.309591829,16:43:39,88,237
1295,51.51926653,0.004226517,3.483368799,16:43:44,89,235
1296,51.51921603,0.004232057,3.252637594,16:43:48,94,240
1297,51.51916792,0.004261538,2.656283681,16:43:52,94,237
1298,51.51911505,0.004288215,2.115835005,16:43:58,91,236
1299,51.51906098,0.004317284,2.329410618,16:44:03,87,237
1300,51.51900579,0.004325791,2.365090757,16:44:08,84,233
1301,51.51895265,0.004340353,2.5673871,16:44:13,80,234
1302,51.51890863,0.004357417,2.604864408,16:44:17,76,238
1303,51.51885813,0.004375749,3.145116378,16:44:22,79,233
1304,51.51880688,0.004380722,2.692076847,16:44:27,84,238
1305,51.51876022,0.004408659,2.234600513,16:44:32,81,238
1306,51.51870887,0.004428632,2.041572413,16:44:37,77,237
1307,51.51865927,0.004448869,1.871439917,16:44:42,72,235
1308,51.51861695,0.00448143,2.498425253,16:44:46,70,230
1309,51.51857359,0.004510022,1.88183991,16:44:50,72,229
1310,51.51851771,0.00452932,3.312056514,16:44:54,77,233
1311,51.51846599,0.004530111,3.535848321,16:44:58,82,237
1312,51.51841231,0.004536898,3.527870448,16:45:03,78,236
1313,51.51836535,0.004550539,4.438875683,16:45:08,81,238
1314,51.51831636,0.004578618,3.758687831,16:45:13,86,241
1315,51.51826489,0.004588729,2.8999794,16:45:18,88,239
1316,51.51821383,0.00459214,2.785292247,16:45:23,88,238
1317,51.51816727,0.004595431,2.812782578,16:45:28,91,242
1318,51.51812643,0.004632204,3.145970479,16:45:33,92,242
1319,51.51807753,0.004616786,2.071815129,16:45:39,96,237
1320,51.51802702,0.004634684,2.203801488,16:45:44,95,239
1321,51.51797963,0.004654665,2.146925874,16:45:50,96,238
1322,51.51793215,0.004677012,2.570944952,16:45:55,95,242
1323,51.51788582,0.004698836,2.002386762,16:46:00,98,237
1324,51.51783537,0.004721272,2.066510684,16:46:05,95,240
1325,51.51778167,0.004741913,2.05174439,16:46:10,100,242
1326,51.51772738,0.004761828,2.892590136,16:46:17,99,237
1327,51.5176823,0.004809987,2.903322764,16:46:22,95,240
1328,51.51764082,0.004840476,2.753469362,16:46:26,98,241
1329,51.51760122,0.004884427,2.877854739,16:46:31,97,243
1330,51.51755747,0.004912026,2.930273969,16:46:35,97,246
1331,51.51751007,0.004938729,2.093471981,16:46:40,101,246
1332,51.51746603,0.004970062,2.45363012,16:46:46,98,249
1333,51.51741539,0.004990226,2.886993684,16:46:52,95,251
1334,51.51736522,0.005008366,3.32070135,16:46:58,91,253
1335,51.51732135,0.005036956,2.922603464,16:47:05,91,249
1336,51.51726016,0.005039632,3.259082277,16:47:10,89,252
1337,51.51721674,0.005066857,2.636082606,16:47:15,88,254
1338,51.51716105,0.005089132,2.719337898,16:47:21,88,255
1339,51.51710432,0.005121662,2.405902564,16:47:27,85,254
1340,51.51705527,0.005151473,2.69561558,16:47:33,83,251
1341,51.51701326,0.005182701,2.067121798,16:47:40,84,250
1342,51.51696655,0.005210519,2.618496091,16:47:45,81,245
1343,51.51690602,0.005252341,1.45997461,16:47:53,82,250
1344,51.51685305,0.00528902,2.531696572,16:47:57,79,248
1345,51.51680334,0.005323731,2.630872062,16:48:03,83,247
1346,51.51675478,0.005358119,2.112196503,16:48:07,78,242
1347,51.51670489,0.005393686,2.083079173,16:48:12,77,241
1348,51.5166495,0.005406333,2.029123898,16:48:17,80,243
1349,51.51660465,0.005452635,2.018973343,16:48:22,81,248
